id,sugar_level,calories,weight,fat,food_color
8189,138.5 gr,497 cal,1327.91 gr,13 gr,Lemon Yellow
8190,105.63 gr,322 cal,285.57 gr,24 gr,Lemon Yellow
8191,124.6 gr,670 cal,44.13 gr,47 gr,Rose
8192,68.18 gr,614 cal,738.07 gr,34 gr,Green
8193,134.22 gr,416 cal,705.26 gr,27 gr,
8194,117.58 gr,553 cal,1843.82 gr,23 gr,Sunset Yellow
8195,71.02000000000001 gr,60 cal,1447.16 gr,13 gr,Black
8196,75.56 gr,122 cal,549.52 gr,21 gr,Green
8197,88.63 gr,101 cal,1570.36 gr,21 gr,Sunset Red
8198,129.29999999999998 gr,387 cal,1708.74 gr,47 gr,Coffee
8199,141.85 gr,502 cal,725.73 gr,26 gr,Purple
8200,119.82 gr,576 cal,354.11 gr,25 gr,Navy Blue
8201,102.32000000000001 gr,475 cal,509.97 gr,23 gr,Grass Green
8202,67.8 gr,759 cal,492.72 gr,48 gr,Sunset Yellow
8203,38.2 gr,258 cal,73.24 gr,21 gr,Coffee
8204,116.97 gr,460 cal,981.17 gr,44 gr,Rose
8205,66.16 gr,133 cal,903.58 gr,19 gr,Coffee
8206,13.340000000000003 gr,335 cal,1241.94 gr,40 gr,Sunset Yellow
8207,104.97999999999999 gr,464 cal,479.13 gr,30 gr,Black
8208,93.5 gr,384 cal,511.46 gr,25 gr,Black
8209,58.42 gr,294 cal,141.27 gr,13 gr,Purple
8210,144.12 gr,17 cal,1938.26 gr,32 gr,Lemon Yellow
8211,92.38 gr,371 cal,944.43 gr,31 gr,Navy Blue
8212,97.86999999999999 gr,404 cal,1340.94 gr,7 gr,Black
8213,138.35000000000002 gr,676 cal,1665.94 gr,25 gr,Black
8214,98.22 gr,343 cal,1831.63 gr,17 gr,Navy Blue
8215,127.66000000000001 gr,362 cal,1034.54 gr,22 gr,Black
8216,130.49 gr,416 cal,1920.11 gr,11 gr,
8217,71.89999999999999 gr,193 cal,187.42 gr,28 gr,Sunset Red
8218,114.42 gr,366 cal,49.83 gr,13 gr,Sunset Yellow
8219,132.89 gr,303 cal,1917.64 gr,22 gr,Sunset Red
8220,94.73 gr,331 cal,152.79 gr,30 gr,Green
8221,127.97999999999999 gr,278 cal,5.7 gr,16 gr,Grass Green
8222,108.65999999999998 gr,222 cal,1442.0 gr,38 gr,Sunset Yellow
8223,101.0 gr,448 cal,1679.65 gr,25 gr,Sunset Red
8224,17.810000000000002 gr,298 cal,428.95 gr,28 gr,Sunset Red
8225,130.19 gr,545 cal,416.9 gr,36 gr,Green
8226,104.66999999999999 gr,430 cal,1235.42 gr,23 gr,Sunset Yellow
8227,127.63999999999999 gr,398 cal,616.34 gr,39 gr,Purple
8228,35.78999999999999 gr,347 cal,1825.01 gr,14 gr,Rose
8229,101.61 gr,505 cal,1417.98 gr,31 gr,Coffee
8230,44.03999999999999 gr,148 cal,1476.89 gr,30 gr,Grass Green
8231,120.07 gr,,977.98 gr,41 gr,Navy Blue
8232,102.56 gr,275 cal,16.71 gr,24 gr,Lemon Yellow
8233,140.14 gr,100 cal,895.99 gr,23 gr,Lemon Yellow
8234,107.1 gr,491 cal,666.61 gr,45 gr,Sunset Red
8235,58.6 gr,379 cal,550.97 gr,34 gr,Rose
8236,78.05 gr,454 cal,1585.43 gr,18 gr,Lemon Yellow
8237,86.8 gr,446 cal,1451.75 gr,7 gr,Coffee
8238,122.37 gr,351 cal,1307.22 gr,24 gr,Green
8239,72.07000000000001 gr,356 cal,1407.42 gr,13 gr,Rose
8240,,483 cal,313.34 gr,2 gr,Coffee
8241,92.76 gr,338 cal,1948.4 gr,35 gr,Coffee
8242,59.670000000000016 gr,351 cal,1407.3 gr,27 gr,Lemon Yellow
8243,182.62 gr,583 cal,1587.19 gr,19 gr,Coffee
8244,88.06 gr,583 cal,369.65 gr,23 gr,Coffee
8245,54.42 gr,423 cal,1652.89 gr,,Sunset Red
8246,88.41 gr,327 cal,1186.98 gr,44 gr,Lemon Yellow
8247,104.29999999999998 gr,305 cal,400.56 gr,26 gr,Purple
8248,154.78 gr,368 cal,1889.71 gr,26 gr,Grass Green
8249,115.66 gr,378 cal,1094.04 gr,13 gr,Sunset Yellow
8250,106.64000000000001 gr,311 cal,1653.4 gr,20 gr,Green
8251,185.38 gr,548 cal,1243.08 gr,16 gr,Sunset Yellow
8252,104.95999999999998 gr,103 cal,1729.99 gr,19 gr,Lemon Yellow
8253,118.92 gr,602 cal,511.69 gr,31 gr,Black
8254,141.47 gr,343 cal,1452.88 gr,16 gr,Black
8255,94.9 gr,340 cal,22.0 gr,30 gr,Purple
8256,105.48 gr,145 cal,229.07 gr,24 gr,Coffee
8257,143.19 gr,288 cal,481.69 gr,20 gr,Purple
8258,67.43 gr,458 cal,1294.23 gr,17 gr,Green
8259,111.07000000000001 gr,414 cal,1434.54 gr,39 gr,Black
8260,92.7 gr,226 cal,1969.17 gr,13 gr,Purple
8261,125.64 gr,454 cal,449.32 gr,33 gr,Coffee
8262,122.19 gr,167 cal,495.44 gr,16 gr,Grass Green
8263,15.120000000000005 gr,356 cal,574.95 gr,2 gr,Coffee
8264,87.45 gr,239 cal,713.15 gr,2 gr,Black
8265,96.83 gr,371 cal,38.77 gr,36 gr,Lemon Yellow
8266,56.31 gr,478 cal,1309.61 gr,8 gr,Coffee
8267,54.17999999999999 gr,161 cal,335.66 gr,31 gr,Black
8268,170.1 gr,631 cal,746.08 gr,34 gr,Purple
8269,132.67000000000002 gr,654 cal,1849.56 gr,20 gr,Purple
8270,161.54999999999998 gr,574 cal,540.92 gr,22 gr,Black
8271,99.53999999999999 gr,488 cal,1806.62 gr,34 gr,Black
8272,142.16 gr,491 cal,1994.41 gr,41 gr,Sunset Red
8273,76.19 gr,14 cal,361.12 gr,43 gr,Rose
8274,92.21 gr,374 cal,1420.37 gr,27 gr,Navy Blue
8275,85.92 gr,336 cal,1614.13 gr,19 gr,Navy Blue
8276,141.49 gr,461 cal,566.33 gr,28 gr,Sunset Red
8277,131.76 gr,670 cal,26.38 gr,49 gr,Purple
8278,106.62 gr,726 cal,805.44 gr,28 gr,Grass Green
8279,93.81 gr,334 cal,444.83 gr,18 gr,Purple
8280,65.47 gr,514 cal,347.89 gr,11 gr,Navy Blue
8281,92.94999999999999 gr,341 cal,1641.15 gr,22 gr,Black
8282,116.32999999999998 gr,283 cal,585.02 gr,36 gr,Black
8283,109.18 gr,692 cal,464.37 gr,25 gr,Sunset Red
8284,88.43 gr,591 cal,342.12 gr,36 gr,Lemon Yellow
8285,91.5 gr,507 cal,1306.54 gr,29 gr,Purple
8286,142.18 gr,528 cal,412.05 gr,18 gr,Green
8287,80.47 gr,404 cal,968.11 gr,39 gr,Green
8288,90.64000000000001 gr,318 cal,1176.26 gr,17 gr,Rose
8289,117.26 gr,379 cal,1786.16 gr,28 gr,Lemon Yellow
8290,168.26 gr,438 cal,719.61 gr,31 gr,Green
8291,120.27999999999999 gr,414 cal,403.45 gr,30 gr,Purple
8292,78.18 gr,80 cal,443.45 gr,18 gr,Lemon Yellow
8293,107.13 gr,366 cal,1963.27 gr,39 gr,Sunset Red
8294,158.79 gr,427 cal,1796.76 gr,18 gr,Navy Blue
8295,177.63 gr,693 cal,177.62 gr,27 gr,Purple
8296,110.37 gr,302 cal,1585.42 gr,27 gr,Grass Green
8297,154.79 gr,437 cal,1139.02 gr,38 gr,Lemon Yellow
8298,72.48 gr,536 cal,804.3 gr,,Sunset Yellow
8299,27.409999999999997 gr,439 cal,1261.38 gr,27 gr,Navy Blue
8300,146.13 gr,635 cal,44.84 gr,28 gr,Coffee
8301,109.88000000000001 gr,367 cal,766.44 gr,26 gr,Grass Green
8302,92.05 gr,639 cal,486.66 gr,18 gr,Black
8303,50.400000000000006 gr,262 cal,955.59 gr,23 gr,Purple
8304,132.14 gr,567 cal,663.18 gr,34 gr,Purple
8305,165.06 gr,505 cal,1911.23 gr,19 gr,Sunset Red
8306,43.32000000000001 gr,233 cal,1002.13 gr,43 gr,Grass Green
8307,125.91999999999999 gr,668 cal,798.72 gr,27 gr,Rose
8308,102.27 gr,590 cal,555.1 gr,22 gr,Rose
8309,106.00999999999999 gr,475 cal,1243.09 gr,30 gr,Coffee
8310,19.47 gr,402 cal,432.64 gr,23 gr,Navy Blue
8311,101.2 gr,507 cal,39.49 gr,46 gr,Sunset Yellow
8312,144.31 gr,709 cal,464.62 gr,34 gr,Lemon Yellow
8313,106.27000000000001 gr,420 cal,1962.37 gr,16 gr,Grass Green
8314,84.69999999999999 gr,398 cal,1796.89 gr,7 gr,Coffee
8315,,343 cal,1296.26 gr,40 gr,Sunset Red
8316,73.27999999999999 gr,210 cal,367.35 gr,19 gr,Sunset Yellow
8317,76.69000000000001 gr,298 cal,662.54 gr,38 gr,Coffee
8318,49.97 gr,209 cal,990.23 gr,4 gr,Purple
8319,89.65 gr,493 cal,1357.67 gr,30 gr,Sunset Yellow
8320,31.64 gr,250 cal,1713.31 gr,14 gr,Coffee
8321,97.64 gr,516 cal,1142.52 gr,27 gr,Navy Blue
8322,93.16999999999999 gr,360 cal,187.68 gr,40 gr,Coffee
8323,100.63 gr,636 cal,1874.61 gr,28 gr,Sunset Yellow
8324,30.189999999999998 gr,416 cal,830.1 gr,31 gr,Navy Blue
8325,171.21 gr,236 cal,903.13 gr,22 gr,Rose
8326,117.02 gr,302 cal,659.07 gr,27 gr,Purple
8327,91.78 gr,404 cal,1397.82 gr,27 gr,Rose
8328,34.66999999999999 gr,307 cal,879.7 gr,,Sunset Red
8329,47.47 gr,116 cal,851.49 gr,22 gr,Lemon Yellow
8330,57.86999999999999 gr,509 cal,689.51 gr,16 gr,Grass Green
8331,95.67 gr,460 cal,841.84 gr,,Rose
8332,181.69 gr,523 cal,430.06 gr,24 gr,Black
8333,128.24 gr,549 cal,715.58 gr,27 gr,Coffee
8334,19.14999999999999 gr,159 cal,562.92 gr,16 gr,Green
8335,116.99 gr,469 cal,10.23 gr,35 gr,Lemon Yellow
8336,42.94 gr,83 cal,429.65 gr,24 gr,Coffee
8337,73.47 gr,590 cal,1610.73 gr,35 gr,Black
8338,41.290000000000006 gr,232 cal,1383.97 gr,31 gr,Purple
8339,86.41999999999999 gr,437 cal,1669.55 gr,15 gr,Purple
8340,146.07 gr,504 cal,927.13 gr,31 gr,Navy Blue
8341,77.16 gr,263 cal,1784.91 gr,26 gr,Purple
8342,135.55 gr,25 cal,1804.34 gr,31 gr,Navy Blue
8343,95.43 gr,120 cal,870.23 gr,39 gr,Sunset Red
8344,134.21 gr,602 cal,368.35 gr,32 gr,Black
8345,55.88000000000001 gr,452 cal,767.69 gr,20 gr,Black
8346,113.53999999999999 gr,577 cal,957.19 gr,35 gr,Purple
8347,105.05 gr,431 cal,1205.36 gr,7 gr,Sunset Red
8348,123.02000000000001 gr,301 cal,236.68 gr,45 gr,Lemon Yellow
8349,58.34 gr,190 cal,1911.86 gr,14 gr,Green
8350,56.059999999999995 gr,530 cal,1403.03 gr,6 gr,Green
8351,98.37 gr,492 cal,1919.71 gr,32 gr,Sunset Yellow
8352,103.55 gr,438 cal,103.67 gr,26 gr,Black
8353,134.76999999999998 gr,535 cal,1018.61 gr,34 gr,Purple
8354,128.26 gr,530 cal,295.88 gr,31 gr,Green
8355,110.92000000000002 gr,85 cal,138.05 gr,27 gr,Rose
8356,126.78 gr,752 cal,1644.88 gr,35 gr,Rose
8357,14.920000000000002 gr,388 cal,764.07 gr,27 gr,Purple
8358,55.510000000000005 gr,185 cal,475.17 gr,22 gr,Rose
8359,80.3 gr,298 cal,920.71 gr,40 gr,Lemon Yellow
8360,110.87 gr,179 cal,392.63 gr,13 gr,Black
8361,22.900000000000006 gr,208 cal,514.06 gr,4 gr,Green
8362,156.44 gr,581 cal,925.55 gr,31 gr,Sunset Yellow
8363,64.73000000000002 gr,338 cal,1641.35 gr,44 gr,Grass Green
8364,114.74 gr,287 cal,660.94 gr,16 gr,Grass Green
8365,129.83 gr,725 cal,11.92 gr,17 gr,Sunset Yellow
8366,133.95999999999998 gr,307 cal,1180.65 gr,35 gr,Green
8367,59.55000000000001 gr,48 cal,1901.94 gr,24 gr,Lemon Yellow
8368,138.42000000000002 gr,512 cal,947.13 gr,22 gr,
8369,130.17000000000002 gr,551 cal,1607.81 gr,22 gr,Rose
8370,144.74 gr,525 cal,472.81 gr,47 gr,Coffee
8371,97.41 gr,544 cal,1520.1 gr,43 gr,Sunset Yellow
8372,131.0 gr,656 cal,867.22 gr,29 gr,Rose
8373,108.83999999999999 gr,109 cal,244.96 gr,44 gr,Lemon Yellow
8374,46.78999999999999 gr,90 cal,1343.5 gr,30 gr,Lemon Yellow
8375,106.52 gr,488 cal,660.68 gr,26 gr,Black
8376,20.710000000000008 gr,316 cal,815.81 gr,29 gr,Grass Green
8377,65.94 gr,538 cal,1065.33 gr,10 gr,Navy Blue
8378,37.86 gr,251 cal,1738.15 gr,24 gr,Sunset Yellow
8379,112.69999999999999 gr,760 cal,1961.42 gr,32 gr,Rose
8380,31.900000000000006 gr,437 cal,11.26 gr,36 gr,Black
8381,85.65999999999998 gr,236 cal,1649.99 gr,18 gr,Navy Blue
8382,54.36 gr,281 cal,141.72 gr,12 gr,Sunset Red
8383,69.90999999999998 gr,247 cal,1966.77 gr,21 gr,Green
8384,117.53999999999999 gr,423 cal,678.16 gr,27 gr,Sunset Yellow
8385,88.63 gr,493 cal,1683.25 gr,29 gr,Navy Blue
8386,138.35 gr,721 cal,1515.92 gr,26 gr,Rose
8387,42.480000000000004 gr,,339.49 gr,12 gr,Sunset Red
8388,156.28 gr,754 cal,1735.98 gr,18 gr,Sunset Red
8389,89.42999999999999 gr,380 cal,1639.51 gr,18 gr,Coffee
8390,34.19 gr,43 cal,1920.62 gr,34 gr,Lemon Yellow
8391,123.61 gr,486 cal,236.18 gr,25 gr,Lemon Yellow
8392,87.81 gr,472 cal,1017.7 gr,40 gr,Green
8393,115.72 gr,511 cal,1808.83 gr,31 gr,Coffee
8394,110.47 gr,416 cal,1650.82 gr,34 gr,Grass Green
8395,155.86 gr,628 cal,1494.88 gr,35 gr,Sunset Red
8396,127.57 gr,644 cal,1566.9 gr,22 gr,Sunset Red
8397,138.35000000000002 gr,557 cal,1202.48 gr,30 gr,Coffee
8398,24.39 gr,504 cal,1841.78 gr,18 gr,Rose
8399,170.39 gr,748 cal,1020.31 gr,32 gr,Black
8400,109.63 gr,284 cal,190.25 gr,20 gr,Coffee
8401,84.99000000000001 gr,414 cal,1703.08 gr,31 gr,Coffee
8402,22.269999999999996 gr,478 cal,863.91 gr,17 gr,Lemon Yellow
8403,96.53999999999999 gr,270 cal,207.12 gr,26 gr,Lemon Yellow
8404,76.18999999999998 gr,417 cal,1655.57 gr,31 gr,Sunset Yellow
8405,172.35 gr,514 cal,1576.79 gr,32 gr,Navy Blue
8406,56.05 gr,224 cal,438.88 gr,16 gr,Green
8407,119.21 gr,343 cal,1560.42 gr,42 gr,Sunset Red
8408,100.58 gr,730 cal,1049.0 gr,31 gr,Black
8409,134.02 gr,434 cal,774.96 gr,43 gr,Grass Green
8410,90.33 gr,315 cal,1721.29 gr,12 gr,Grass Green
8411,182.29 gr,510 cal,153.26 gr,32 gr,Rose
8412,91.78 gr,524 cal,626.26 gr,22 gr,Purple
8413,41.93000000000001 gr,,384.59 gr,26 gr,Coffee
8414,30.58999999999999 gr,482 cal,1058.08 gr,15 gr,Navy Blue
8415,167.68 gr,446 cal,218.58 gr,27 gr,Sunset Red
8416,59.64999999999999 gr,332 cal,1681.82 gr,32 gr,Green
8417,166.01 gr,763 cal,1582.38 gr,37 gr,Black
8418,65.26 gr,55 cal,470.16 gr,23 gr,Grass Green
8419,98.03 gr,497 cal,1253.71 gr,15 gr,Lemon Yellow
8420,62.07000000000001 gr,507 cal,1883.9 gr,32 gr,Green
8421,55.42 gr,259 cal,663.91 gr,30 gr,Black
8422,118.0 gr,316 cal,269.1 gr,20 gr,Black
8423,80.43 gr,462 cal,561.92 gr,25 gr,Black
8424,144.38 gr,434 cal,970.78 gr,34 gr,Purple
8425,29.78 gr,293 cal,1612.43 gr,28 gr,Sunset Yellow
8426,85.60000000000001 gr,491 cal,901.94 gr,23 gr,Sunset Red
8427,88.97 gr,417 cal,879.17 gr,25 gr,Green
8428,153.25 gr,297 cal,1498.45 gr,25 gr,Coffee
8429,141.18 gr,506 cal,982.93 gr,15 gr,Purple
8430,15.400000000000006 gr,455 cal,1074.07 gr,32 gr,Green
8431,126.16999999999999 gr,571 cal,711.49 gr,22 gr,Rose
8432,64.5 gr,191 cal,1333.45 gr,24 gr,Green
8433,48.339999999999996 gr,173 cal,951.0 gr,17 gr,Lemon Yellow
8434,74.83000000000001 gr,241 cal,845.31 gr,30 gr,Coffee
8435,114.80000000000001 gr,504 cal,1915.72 gr,36 gr,Black
8436,158.07 gr,580 cal,1162.95 gr,33 gr,Sunset Yellow
8437,79.81 gr,196 cal,1813.16 gr,20 gr,Navy Blue
8438,111.73 gr,75 cal,157.63 gr,22 gr,Navy Blue
8439,103.74 gr,715 cal,514.44 gr,17 gr,Lemon Yellow
8440,,278 cal,1926.34 gr,21 gr,Purple
8441,89.82 gr,379 cal,587.64 gr,29 gr,Black
8442,102.14 gr,210 cal,363.64 gr,13 gr,Rose
8443,165.47 gr,638 cal,1924.24 gr,32 gr,Sunset Red
8444,163.88 gr,665 cal,1448.55 gr,35 gr,Purple
8445,136.95 gr,84 cal,1107.08 gr,33 gr,Sunset Red
8446,,653 cal,924.09 gr,37 gr,Navy Blue
8447,43.91 gr,440 cal,1691.24 gr,25 gr,Sunset Yellow
8448,128.32999999999998 gr,537 cal,1251.65 gr,41 gr,Navy Blue
8449,114.55 gr,347 cal,1164.09 gr,28 gr,Grass Green
8450,171.14 gr,533 cal,463.78 gr,31 gr,Green
8451,105.39 gr,164 cal,923.27 gr,22 gr,Lemon Yellow
8452,54.150000000000006 gr,216 cal,738.07 gr,27 gr,Purple
8453,93.47999999999999 gr,734 cal,1493.18 gr,25 gr,Grass Green
8454,116.51 gr,370 cal,1673.46 gr,15 gr,Black
8455,104.35 gr,369 cal,436.84 gr,24 gr,Sunset Yellow
8456,56.24 gr,579 cal,1356.39 gr,24 gr,Purple
8457,58.290000000000006 gr,388 cal,199.6 gr,3 gr,Lemon Yellow
8458,102.81 gr,382 cal,641.31 gr,39 gr,Sunset Yellow
8459,178.68 gr,364 cal,1015.89 gr,38 gr,Sunset Red
8460,121.15 gr,672 cal,970.36 gr,32 gr,Sunset Red
8461,161.29 gr,464 cal,785.72 gr,20 gr,Rose
8462,91.11 gr,352 cal,466.38 gr,40 gr,Lemon Yellow
8463,166.34 gr,283 cal,68.75 gr,29 gr,Green
8464,106.38 gr,549 cal,201.49 gr,41 gr,Coffee
8465,66.10999999999999 gr,511 cal,85.58 gr,33 gr,Purple
8466,,538 cal,389.7 gr,33 gr,Lemon Yellow
8467,104.02 gr,131 cal,1646.51 gr,34 gr,Sunset Red
8468,141.38 gr,714 cal,121.0 gr,32 gr,Green
8469,113.14 gr,435 cal,680.21 gr,26 gr,Navy Blue
8470,92.53 gr,556 cal,420.2 gr,27 gr,Black
8471,99.62 gr,162 cal,93.1 gr,30 gr,Grass Green
8472,59.05 gr,353 cal,1406.36 gr,31 gr,Sunset Yellow
8473,141.68 gr,521 cal,747.18 gr,33 gr,Grass Green
8474,143.63 gr,662 cal,1949.01 gr,39 gr,Lemon Yellow
8475,82.22999999999999 gr,729 cal,1899.39 gr,27 gr,Coffee
8476,113.62 gr,536 cal,631.58 gr,34 gr,Lemon Yellow
8477,71.0 gr,285 cal,740.07 gr,24 gr,Coffee
8478,174.98000000000002 gr,388 cal,1720.57 gr,47 gr,Purple
8479,73.35000000000001 gr,291 cal,1094.13 gr,39 gr,Black
8480,93.21 gr,583 cal,701.82 gr,22 gr,Coffee
8481,135.41 gr,511 cal,917.17 gr,30 gr,Sunset Yellow
8482,104.4 gr,621 cal,487.87 gr,22 gr,Rose
8483,113.25 gr,776 cal,637.32 gr,37 gr,Sunset Yellow
8484,86.01 gr,708 cal,391.63 gr,18 gr,Sunset Red
8485,168.71 gr,543 cal,157.95 gr,26 gr,Purple
8486,120.72 gr,613 cal,1530.44 gr,34 gr,Black
8487,92.77000000000001 gr,434 cal,689.82 gr,10 gr,Coffee
8488,63.849999999999994 gr,450 cal,1206.23 gr,21 gr,Coffee
8489,19.24000000000001 gr,455 cal,1207.9 gr,39 gr,Purple
8490,21.769999999999996 gr,306 cal,1302.52 gr,16 gr,Lemon Yellow
8491,88.61 gr,433 cal,974.52 gr,27 gr,Coffee
8492,67.44000000000001 gr,113 cal,1294.13 gr,20 gr,Coffee
8493,69.40999999999998 gr,162 cal,1799.75 gr,16 gr,Sunset Red
8494,139.70000000000002 gr,481 cal,434.56 gr,21 gr,Sunset Red
8495,52.239999999999995 gr,423 cal,1243.08 gr,35 gr,Grass Green
8496,79.39999999999999 gr,399 cal,271.39 gr,11 gr,Green
8497,56.66999999999999 gr,165 cal,1718.92 gr,15 gr,Grass Green
8498,54.849999999999994 gr,121 cal,952.97 gr,27 gr,Purple
8499,50.99000000000001 gr,213 cal,308.94 gr,12 gr,Navy Blue
8500,40.69 gr,166 cal,517.24 gr,38 gr,Lemon Yellow
8501,83.21 gr,151 cal,1667.68 gr,11 gr,Sunset Red
8502,86.99000000000001 gr,642 cal,1549.27 gr,36 gr,Green
8503,151.94 gr,681 cal,412.06 gr,14 gr,Grass Green
8504,123.46000000000001 gr,646 cal,965.73 gr,32 gr,Grass Green
8505,105.83 gr,450 cal,433.15 gr,27 gr,Black
8506,74.14999999999999 gr,369 cal,377.55 gr,20 gr,Grass Green
8507,145.6 gr,516 cal,129.65 gr,36 gr,Navy Blue
8508,58.25 gr,186 cal,521.99 gr,18 gr,Sunset Red
8509,126.55000000000001 gr,497 cal,131.7 gr,46 gr,Green
8510,93.91 gr,397 cal,42.92 gr,17 gr,Coffee
8511,162.01999999999998 gr,498 cal,493.36 gr,32 gr,Lemon Yellow
8512,123.72 gr,558 cal,159.61 gr,28 gr,Sunset Red
8513,79.52000000000001 gr,399 cal,693.46 gr,11 gr,Navy Blue
8514,164.4 gr,458 cal,1339.16 gr,28 gr,Sunset Yellow
8515,20.909999999999997 gr,517 cal,981.98 gr,8 gr,Navy Blue
8516,87.41999999999999 gr,231 cal,6.77 gr,19 gr,Black
8517,143.84 gr,659 cal,1726.21 gr,33 gr,Black
8518,79.58 gr,625 cal,1351.71 gr,20 gr,Navy Blue
8519,123.63 gr,488 cal,938.17 gr,20 gr,Purple
8520,74.87 gr,720 cal,721.07 gr,24 gr,Green
8521,106.13000000000001 gr,457 cal,1121.58 gr,23 gr,Lemon Yellow
8522,124.97 gr,637 cal,305.87 gr,40 gr,Rose
8523,130.70000000000002 gr,,1497.42 gr,17 gr,Rose
8524,133.45 gr,276 cal,668.83 gr,33 gr,Coffee
8525,122.92 gr,499 cal,1432.19 gr,27 gr,Black
8526,32.34 gr,394 cal,294.57 gr,18 gr,Navy Blue
8527,65.36 gr,508 cal,1427.52 gr,33 gr,Grass Green
8528,68.82 gr,398 cal,467.24 gr,22 gr,Sunset Red
8529,54.6 gr,462 cal,801.66 gr,10 gr,Green
8530,115.04 gr,563 cal,1321.9 gr,28 gr,Black
8531,81.75999999999999 gr,301 cal,791.01 gr,16 gr,Coffee
8532,27.539999999999992 gr,416 cal,239.46 gr,27 gr,Rose
8533,107.01000000000002 gr,169 cal,310.44 gr,41 gr,Black
8534,76.95 gr,165 cal,1890.72 gr,29 gr,Rose
8535,146.07999999999998 gr,463 cal,1192.18 gr,7 gr,Sunset Red
8536,131.42000000000002 gr,462 cal,557.67 gr,26 gr,Lemon Yellow
8537,148.19 gr,318 cal,1037.66 gr,31 gr,Grass Green
8538,71.39000000000001 gr,68 cal,104.12 gr,24 gr,Purple
8539,50.64 gr,350 cal,926.94 gr,18 gr,Rose
8540,69.0 gr,395 cal,1417.7 gr,3 gr,Green
8541,106.92999999999999 gr,254 cal,1915.19 gr,11 gr,Coffee
8542,100.78 gr,436 cal,1738.84 gr,40 gr,Sunset Red
8543,66.66000000000001 gr,59 cal,1535.98 gr,24 gr,Navy Blue
8544,55.45 gr,321 cal,264.75 gr,40 gr,Green
8545,82.30999999999999 gr,388 cal,1313.26 gr,23 gr,Navy Blue
8546,82.03000000000002 gr,346 cal,652.16 gr,24 gr,Purple
8547,80.19 gr,240 cal,493.49 gr,24 gr,Rose
8548,127.8 gr,260 cal,1629.26 gr,31 gr,Navy Blue
8549,74.78000000000002 gr,461 cal,473.98 gr,42 gr,Black
8550,46.739999999999995 gr,433 cal,660.95 gr,32 gr,Sunset Yellow
8551,90.55 gr,615 cal,841.0 gr,24 gr,Lemon Yellow
8552,133.57999999999998 gr,623 cal,,21 gr,Navy Blue
8553,54.13999999999999 gr,210 cal,266.95 gr,22 gr,Black
8554,139.79 gr,411 cal,1073.14 gr,9 gr,Sunset Yellow
8555,44.25999999999999 gr,341 cal,511.41 gr,28 gr,Lemon Yellow
8556,109.14000000000001 gr,443 cal,1798.3 gr,11 gr,Green
8557,114.34 gr,412 cal,770.71 gr,39 gr,Green
8558,43.239999999999995 gr,409 cal,1386.81 gr,20 gr,Green
8559,49.34 gr,163 cal,1532.86 gr,13 gr,Lemon Yellow
8560,104.61 gr,666 cal,1404.1 gr,42 gr,Rose
8561,100.10999999999999 gr,378 cal,29.81 gr,27 gr,Navy Blue
8562,144.75 gr,544 cal,149.28 gr,17 gr,Purple
8563,112.07 gr,414 cal,481.77 gr,29 gr,Lemon Yellow
8564,114.19 gr,365 cal,665.05 gr,36 gr,Sunset Yellow
8565,,478 cal,813.42 gr,32 gr,Rose
8566,167.24 gr,656 cal,1939.77 gr,37 gr,Grass Green
8567,25.86 gr,486 cal,368.38 gr,27 gr,Purple
8568,44.459999999999994 gr,504 cal,1744.47 gr,27 gr,Sunset Yellow
8569,96.23 gr,713 cal,940.14 gr,39 gr,Coffee
8570,167.33 gr,405 cal,948.82 gr,43 gr,Purple
8571,49.11 gr,163 cal,1930.29 gr,20 gr,Green
8572,111.56 gr,422 cal,1146.03 gr,34 gr,Coffee
8573,79.65 gr,448 cal,1931.35 gr,30 gr,Green
8574,89.16000000000001 gr,231 cal,668.44 gr,21 gr,Sunset Yellow
8575,75.99000000000001 gr,397 cal,899.31 gr,44 gr,Lemon Yellow
8576,65.96000000000001 gr,362 cal,1421.25 gr,20 gr,Grass Green
8577,11.329999999999998 gr,481 cal,326.55 gr,6 gr,Green
8578,64.64 gr,51 cal,79.42 gr,12 gr,Black
8579,111.23 gr,595 cal,1893.33 gr,31 gr,Purple
8580,128.86 gr,207 cal,1114.67 gr,34 gr,Sunset Red
8581,128.78000000000003 gr,20 cal,1747.02 gr,32 gr,Purple
8582,119.52 gr,680 cal,1066.74 gr,25 gr,Sunset Yellow
8583,140.15 gr,328 cal,284.07 gr,35 gr,Coffee
8584,30.36999999999999 gr,390 cal,159.66 gr,41 gr,
8585,141.27 gr,179 cal,703.8 gr,29 gr,Sunset Yellow
8586,151.87 gr,723 cal,1905.52 gr,36 gr,Sunset Yellow
8587,123.28 gr,630 cal,817.79 gr,32 gr,Sunset Yellow
8588,101.82999999999998 gr,528 cal,1239.32 gr,35 gr,Purple
8589,70.67999999999999 gr,182 cal,1619.89 gr,29 gr,Black
8590,135.04 gr,82 cal,447.08 gr,16 gr,Grass Green
8591,63.780000000000015 gr,172 cal,1871.34 gr,24 gr,Lemon Yellow
8592,89.78 gr,484 cal,1680.63 gr,35 gr,Black
8593,124.68 gr,151 cal,888.45 gr,23 gr,Black
8594,107.04 gr,663 cal,508.44 gr,31 gr,Green
8595,142.39 gr,289 cal,1336.1 gr,35 gr,Navy Blue
